,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit,dummy,checking_account_status_cat,credit_history_cat,purpose_cat,savings_account_balance_cat,time_employed_yrs_cat,gender_status_cat,other_signators_cat,property_cat,other_credit_outstanding_cat,home_ownership_cat,job_category_cat,telephone_cat,foreign_worker_cat
771,none,21,critical account - other non-bank loans,car (new),12680,unknown/none,>= 7 years,4,male-single,none,4,unknown-none,30,none,for free,1,highly skilled,1,yes,yes,1,1.0,3,1,1,4,3,3,2,3,1,0,0,1,1
772,none,24,critical account - other non-bank loans,car (new),2463,100 - 500 DM,4 - 7 years,4,male-married/widowed,none,3,building society savings/life insurance,27,none,own,2,skilled,1,yes,yes,0,1.0,3,1,1,0,1,2,2,0,1,1,1,1,1
773,0 - 200 DM,12,current loans paid,radio/television,1155,< 100 DM,>= 7 years,3,male-married/widowed,guarantor,3,real estate,40,bank,own,2,unskilled-resident,1,none,yes,0,1.0,0,2,7,2,3,2,1,2,0,1,3,0,1
774,< 0 DM,30,current loans paid,furniture/equipment,3108,< 100 DM,< 1 year,2,male-divorced/separated,none,4,building society savings/life insurance,31,none,own,1,unskilled-resident,1,none,yes,1,1.0,1,2,5,2,2,1,2,0,1,1,3,0,1
775,none,10,current loans paid,car (used),2901,unknown/none,< 1 year,1,female-divorced/separated/married,none,4,real estate,31,none,rent,1,skilled,1,none,yes,0,1.0,3,2,2,4,2,0,2,2,1,2,1,0,1
776,0 - 200 DM,12,critical account - other non-bank loans,furniture/equipment,3617,< 100 DM,>= 7 years,1,male-single,none,4,car or other,28,none,rent,3,skilled,1,yes,yes,0,1.0,0,1,5,2,3,3,2,1,1,2,1,1,1
777,none,12,critical account - other non-bank loans,radio/television,1655,< 100 DM,>= 7 years,2,male-single,none,4,real estate,63,none,own,2,unskilled-resident,1,yes,yes,0,1.0,3,1,7,2,3,3,2,2,1,1,3,1,1
778,< 0 DM,24,current loans paid,car (used),2812,unknown/none,>= 7 years,2,female-divorced/separated/married,none,4,real estate,26,none,rent,1,skilled,1,none,yes,0,1.0,1,2,2,4,3,0,2,2,1,2,1,0,1
779,< 0 DM,36,critical account - other non-bank loans,education,8065,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,2,unknown-none,25,none,own,2,highly skilled,1,yes,yes,1,1.0,1,1,4,2,0,0,2,3,1,1,0,1,1
780,none,21,critical account - other non-bank loans,car (used),3275,< 100 DM,>= 7 years,1,male-single,none,4,car or other,36,none,own,1,highly skilled,1,yes,yes,0,1.0,3,1,2,2,3,3,2,1,1,1,0,1,1
781,none,24,critical account - other non-bank loans,radio/television,2223,100 - 500 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,52,bank,own,2,skilled,1,none,yes,0,1.0,3,1,7,0,3,3,2,0,0,1,1,0,1
782,> 200 DM or salary assignment,12,critical account - other non-bank loans,car (new),1480,500 - 1000 DM,unemployed,2,male-single,none,4,unknown-none,66,bank,for free,3,unemployed-unskilled-non-resident,1,none,yes,0,1.0,2,1,1,1,4,3,2,3,0,0,2,0,1
783,< 0 DM,24,current loans paid,car (new),1371,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,4,real estate,25,none,rent,1,skilled,1,none,yes,1,1.0,1,2,1,4,0,0,2,2,1,2,1,0,1
784,none,36,critical account - other non-bank loans,car (new),3535,< 100 DM,4 - 7 years,4,male-single,none,4,car or other,37,none,own,2,skilled,1,yes,yes,0,1.0,3,1,1,2,1,3,2,1,1,1,1,1,1
785,< 0 DM,18,current loans paid,radio/television,3509,< 100 DM,4 - 7 years,4,female-divorced/separated/married,guarantor,1,real estate,25,none,own,1,skilled,1,none,yes,0,1.0,1,2,7,2,1,0,1,2,1,1,1,0,1
786,none,36,critical account - other non-bank loans,car (used),5711,>= 1000 DM,>= 7 years,4,male-single,none,2,car or other,38,none,own,2,highly skilled,1,yes,yes,0,1.0,3,1,2,3,3,3,2,1,1,1,0,1,1
787,0 - 200 DM,18,current loans paid,repairs,3872,< 100 DM,unemployed,2,female-divorced/separated/married,none,4,car or other,67,none,own,1,skilled,1,yes,yes,0,1.0,0,2,8,2,4,0,2,1,1,1,1,1,1
788,0 - 200 DM,39,critical account - other non-bank loans,radio/television,4933,< 100 DM,4 - 7 years,2,male-single,guarantor,2,real estate,25,none,own,2,skilled,1,none,yes,1,1.0,0,1,7,2,1,3,1,2,1,1,1,0,1
789,none,24,critical account - other non-bank loans,car (new),1940,>= 1000 DM,>= 7 years,4,male-single,none,4,real estate,60,none,own,1,skilled,1,yes,yes,0,1.0,3,1,1,3,3,3,2,2,1,1,1,1,1
790,0 - 200 DM,12,no credit - paid,retraining,1410,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,31,none,own,1,unskilled-resident,1,yes,yes,0,1.0,0,3,9,2,0,3,2,2,1,1,3,1,1
791,0 - 200 DM,12,current loans paid,car (new),836,100 - 500 DM,< 1 year,4,female-divorced/separated/married,none,2,building society savings/life insurance,23,bank,own,1,unskilled-resident,1,none,yes,1,1.0,0,2,1,0,2,0,2,0,0,1,3,0,1
792,0 - 200 DM,20,current loans paid,car (used),6468,unknown/none,unemployed,1,male-divorced/separated,none,4,real estate,60,none,own,1,highly skilled,1,yes,yes,0,1.0,0,2,2,4,4,1,2,2,1,1,0,1,1
793,0 - 200 DM,18,current loans paid,business,1941,>= 1000 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,35,none,own,1,unskilled-resident,1,yes,yes,0,1.0,0,2,0,3,0,3,2,0,1,1,3,1,1
794,none,22,current loans paid,radio/television,2675,500 - 1000 DM,>= 7 years,3,male-single,none,4,car or other,40,none,own,1,skilled,1,none,yes,0,1.0,3,2,7,1,3,3,2,1,1,1,1,0,1
795,none,48,critical account - other non-bank loans,car (used),2751,unknown/none,>= 7 years,4,male-single,none,3,car or other,38,none,own,2,skilled,2,yes,yes,0,1.0,3,1,2,4,3,3,2,1,1,1,1,1,1
796,0 - 200 DM,48,past payment delays,education,6224,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,50,none,for free,1,skilled,1,none,yes,1,1.0,0,4,4,2,3,3,2,3,1,0,1,0,1
797,< 0 DM,40,critical account - other non-bank loans,education,5998,< 100 DM,1 - 4 years,4,male-single,none,3,unknown-none,27,bank,own,1,skilled,1,yes,yes,1,1.0,1,1,4,2,0,3,2,3,0,1,1,1,1
798,0 - 200 DM,21,current loans paid,business,1188,< 100 DM,>= 7 years,2,female-divorced/separated/married,none,4,building society savings/life insurance,39,none,own,1,skilled,2,none,yes,1,1.0,0,2,0,2,3,0,2,0,1,1,1,0,1
799,none,24,current loans paid,car (used),6313,unknown/none,>= 7 years,3,male-single,none,4,car or other,41,none,own,1,highly skilled,2,yes,yes,0,1.0,3,2,2,4,3,3,2,1,1,1,0,1,1
800,none,6,critical account - other non-bank loans,furniture/equipment,1221,unknown/none,1 - 4 years,1,male-married/widowed,none,2,building society savings/life insurance,27,none,own,2,skilled,1,none,yes,0,1.0,3,1,5,4,0,2,2,0,1,1,1,0,1
801,> 200 DM or salary assignment,24,current loans paid,furniture/equipment,2892,< 100 DM,>= 7 years,3,male-divorced/separated,none,4,unknown-none,51,none,for free,1,skilled,1,none,yes,0,1.0,2,2,5,2,3,1,2,3,1,0,1,0,1
802,none,24,current loans paid,furniture/equipment,3062,500 - 1000 DM,>= 7 years,4,male-single,none,3,unknown-none,32,none,rent,1,skilled,1,yes,yes,0,1.0,3,2,5,1,3,3,2,3,1,2,1,1,1
803,none,9,current loans paid,furniture/equipment,2301,100 - 500 DM,< 1 year,2,female-divorced/separated/married,none,4,building society savings/life insurance,22,none,rent,1,skilled,1,none,yes,0,1.0,3,2,5,0,2,0,2,0,1,2,1,0,1
804,< 0 DM,18,current loans paid,car (used),7511,unknown/none,>= 7 years,1,male-single,none,4,building society savings/life insurance,51,none,for free,1,skilled,2,yes,yes,1,1.0,1,2,2,4,3,3,2,0,1,0,1,1,1
805,none,12,critical account - other non-bank loans,furniture/equipment,1258,< 100 DM,< 1 year,2,female-divorced/separated/married,none,4,building society savings/life insurance,22,none,rent,2,unskilled-resident,1,none,yes,0,1.0,3,1,5,2,2,0,2,0,1,2,3,0,1
806,none,24,past payment delays,car (new),717,unknown/none,>= 7 years,4,male-married/widowed,none,4,car or other,54,none,own,2,skilled,1,yes,yes,0,1.0,3,4,1,4,3,2,2,1,1,1,1,1,1
807,0 - 200 DM,9,current loans paid,car (new),1549,unknown/none,< 1 year,4,male-single,none,2,real estate,35,none,own,1,unemployed-unskilled-non-resident,1,none,yes,0,1.0,0,2,1,4,2,3,2,2,1,1,2,0,1
808,none,24,critical account - other non-bank loans,education,1597,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,54,none,for free,2,skilled,2,none,yes,0,1.0,3,1,4,2,3,3,2,3,1,0,1,0,1
809,0 - 200 DM,18,critical account - other non-bank loans,radio/television,1795,< 100 DM,>= 7 years,3,female-divorced/separated/married,guarantor,4,real estate,48,bank,rent,2,unskilled-resident,1,yes,yes,0,1.0,0,1,7,2,3,0,1,2,0,2,3,1,1
810,< 0 DM,20,critical account - other non-bank loans,furniture/equipment,4272,< 100 DM,>= 7 years,1,female-divorced/separated/married,none,4,building society savings/life insurance,24,none,own,2,skilled,1,none,yes,0,1.0,1,1,5,2,3,0,2,0,1,1,1,0,1
811,none,12,critical account - other non-bank loans,radio/television,976,unknown/none,>= 7 years,4,male-single,none,4,car or other,35,none,own,2,skilled,1,none,yes,0,1.0,3,1,7,4,3,3,2,1,1,1,1,0,1
812,0 - 200 DM,12,current loans paid,car (new),7472,unknown/none,unemployed,1,female-divorced/separated/married,none,2,real estate,24,none,rent,1,unemployed-unskilled-non-resident,1,none,yes,0,1.0,0,2,1,4,4,0,2,2,1,2,2,0,1
813,< 0 DM,36,current loans paid,car (new),9271,< 100 DM,4 - 7 years,2,male-single,none,1,car or other,24,none,own,1,skilled,1,yes,yes,1,1.0,1,2,1,2,1,3,2,1,1,1,1,1,1
814,0 - 200 DM,6,current loans paid,radio/television,590,< 100 DM,< 1 year,3,male-married/widowed,none,3,real estate,26,none,own,1,unskilled-resident,1,none,no,0,1.0,0,2,7,2,2,2,2,2,1,1,3,0,0
815,none,12,critical account - other non-bank loans,radio/television,930,unknown/none,>= 7 years,4,male-single,none,4,real estate,65,none,own,4,skilled,1,none,yes,0,1.0,3,1,7,4,3,3,2,2,1,1,1,0,1
816,0 - 200 DM,42,all loans at bank paid,car (used),9283,< 100 DM,unemployed,1,male-single,none,2,unknown-none,55,bank,for free,1,highly skilled,1,yes,yes,0,1.0,0,0,2,2,4,3,2,3,0,0,0,1,1
817,0 - 200 DM,15,no credit - paid,car (new),1778,< 100 DM,< 1 year,2,female-divorced/separated/married,none,1,real estate,26,none,rent,2,unemployed-unskilled-non-resident,1,none,yes,1,1.0,0,3,1,2,2,0,2,2,1,2,2,0,1
818,0 - 200 DM,8,current loans paid,business,907,< 100 DM,< 1 year,3,male-married/widowed,none,2,real estate,26,none,own,1,skilled,1,yes,yes,0,1.0,0,2,0,2,2,2,2,2,1,1,1,1,1
819,0 - 200 DM,6,current loans paid,radio/television,484,< 100 DM,4 - 7 years,3,male-married/widowed,guarantor,3,real estate,28,bank,own,1,unskilled-resident,1,none,yes,0,1.0,0,2,7,2,1,2,1,2,0,1,3,0,1
820,< 0 DM,36,critical account - other non-bank loans,car (used),9629,< 100 DM,4 - 7 years,4,male-single,none,4,car or other,24,none,own,2,skilled,1,yes,yes,1,1.0,1,1,2,2,1,3,2,1,1,1,1,1,1
821,< 0 DM,48,current loans paid,domestic appliances,3051,< 100 DM,1 - 4 years,3,male-single,none,4,car or other,54,none,own,1,skilled,1,none,yes,1,1.0,1,2,3,2,0,3,2,1,1,1,1,0,1
822,< 0 DM,48,current loans paid,car (new),3931,< 100 DM,4 - 7 years,4,male-single,none,4,unknown-none,46,none,for free,1,skilled,2,none,yes,1,1.0,1,2,1,2,1,3,2,3,1,0,1,0,1
823,0 - 200 DM,36,past payment delays,car (new),7432,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,building society savings/life insurance,54,none,rent,1,skilled,1,none,yes,0,1.0,0,4,1,2,0,0,2,0,1,2,1,0,1
824,none,6,current loans paid,domestic appliances,1338,500 - 1000 DM,1 - 4 years,1,male-divorced/separated,none,4,real estate,62,none,own,1,skilled,1,none,yes,0,1.0,3,2,3,1,0,1,2,2,1,1,1,0,1
825,none,6,critical account - other non-bank loans,radio/television,1554,< 100 DM,4 - 7 years,1,female-divorced/separated/married,none,2,car or other,24,none,rent,2,skilled,1,yes,yes,0,1.0,3,1,7,2,1,0,2,1,1,2,1,1,1
826,< 0 DM,36,current loans paid,other,15857,< 100 DM,unemployed,2,male-divorced/separated,co-applicant,3,car or other,43,none,own,1,highly skilled,1,none,yes,0,1.0,1,2,6,2,4,1,0,1,1,1,0,0,1
827,< 0 DM,18,current loans paid,radio/television,1345,< 100 DM,1 - 4 years,4,male-married/widowed,none,3,real estate,26,bank,own,1,skilled,1,none,yes,1,1.0,1,2,7,2,0,2,2,2,0,1,1,0,1
828,none,12,current loans paid,car (new),1101,< 100 DM,1 - 4 years,3,male-married/widowed,none,2,real estate,27,none,own,2,skilled,1,yes,yes,0,1.0,3,2,1,2,0,2,2,2,1,1,1,1,1
829,> 200 DM or salary assignment,12,current loans paid,radio/television,3016,< 100 DM,1 - 4 years,3,male-married/widowed,none,1,car or other,24,none,own,1,skilled,1,none,yes,0,1.0,2,2,7,2,0,2,2,1,1,1,1,0,1
830,< 0 DM,36,current loans paid,furniture/equipment,2712,< 100 DM,>= 7 years,2,male-single,none,2,building society savings/life insurance,41,bank,own,1,skilled,2,none,yes,1,1.0,1,2,5,2,3,3,2,0,0,1,1,0,1
831,< 0 DM,8,critical account - other non-bank loans,car (new),731,< 100 DM,>= 7 years,4,male-single,none,4,real estate,47,none,own,2,unskilled-resident,1,none,yes,0,1.0,1,1,1,2,3,3,2,2,1,1,3,0,1
832,none,18,critical account - other non-bank loans,furniture/equipment,3780,< 100 DM,< 1 year,3,male-divorced/separated,none,2,car or other,35,none,own,2,highly skilled,1,yes,yes,0,1.0,3,1,5,2,2,1,2,1,1,1,0,1,1
833,< 0 DM,21,critical account - other non-bank loans,car (new),1602,< 100 DM,>= 7 years,4,male-married/widowed,none,3,car or other,30,none,own,2,skilled,1,yes,yes,0,1.0,1,1,1,2,3,2,2,1,1,1,1,1,1
834,< 0 DM,18,critical account - other non-bank loans,car (new),3966,< 100 DM,>= 7 years,1,female-divorced/separated/married,none,4,real estate,33,bank,rent,3,skilled,1,yes,yes,1,1.0,1,1,1,2,3,0,2,2,0,2,1,1,1
835,none,18,no credit - paid,business,4165,< 100 DM,1 - 4 years,2,male-single,none,2,car or other,36,stores,own,2,skilled,2,none,yes,1,1.0,3,3,0,2,0,3,2,1,2,1,1,0,1
836,< 0 DM,36,current loans paid,car (used),8335,unknown/none,>= 7 years,3,male-single,none,4,unknown-none,47,none,for free,1,skilled,1,none,yes,1,1.0,1,2,2,4,3,3,2,3,1,0,1,0,1
837,0 - 200 DM,48,past payment delays,business,6681,unknown/none,1 - 4 years,4,male-single,none,4,unknown-none,38,none,for free,1,skilled,2,yes,yes,0,1.0,0,4,0,4,0,3,2,3,1,0,1,1,1
838,none,24,past payment delays,business,2375,500 - 1000 DM,1 - 4 years,4,male-single,none,2,car or other,44,none,own,2,skilled,2,yes,yes,0,1.0,3,4,0,1,0,3,2,1,1,1,1,1,1
839,< 0 DM,18,current loans paid,car (new),1216,< 100 DM,< 1 year,4,female-divorced/separated/married,none,3,car or other,23,none,rent,1,skilled,1,yes,yes,1,1.0,1,2,1,2,2,0,2,1,1,2,1,1,1
840,< 0 DM,45,no credit - paid,business,11816,< 100 DM,>= 7 years,2,male-single,none,4,car or other,29,none,rent,2,skilled,1,none,yes,1,1.0,1,3,0,2,3,3,2,1,1,2,1,0,1
841,0 - 200 DM,24,current loans paid,radio/television,5084,unknown/none,>= 7 years,2,female-divorced/separated/married,none,4,car or other,42,none,own,1,skilled,1,yes,yes,0,1.0,0,2,7,4,3,0,2,1,1,1,1,1,1
842,> 200 DM or salary assignment,15,current loans paid,radio/television,2327,< 100 DM,< 1 year,2,female-divorced/separated/married,none,3,real estate,25,none,own,1,unskilled-resident,1,none,yes,1,1.0,2,2,7,2,2,0,2,2,1,1,3,0,1
843,< 0 DM,12,no credit - paid,car (new),1082,< 100 DM,1 - 4 years,4,male-single,none,4,car or other,48,bank,own,2,skilled,1,none,yes,1,1.0,1,3,1,2,0,3,2,1,0,1,1,0,1
844,none,12,current loans paid,radio/television,886,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,2,car or other,21,none,own,1,skilled,1,none,yes,0,1.0,3,2,7,4,0,0,2,1,1,1,1,0,1
845,none,4,current loans paid,furniture/equipment,601,< 100 DM,< 1 year,1,female-divorced/separated/married,none,3,real estate,23,none,rent,1,unskilled-resident,2,none,yes,0,1.0,3,2,5,2,2,0,2,2,1,2,3,0,1
846,< 0 DM,24,critical account - other non-bank loans,car (used),2957,< 100 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,63,none,own,2,skilled,1,yes,yes,0,1.0,1,1,2,2,3,3,2,0,1,1,1,1,1
847,none,24,critical account - other non-bank loans,radio/television,2611,< 100 DM,>= 7 years,4,male-married/widowed,co-applicant,3,real estate,46,none,own,2,skilled,1,none,yes,0,1.0,3,1,7,2,3,2,0,2,1,1,1,0,1
848,< 0 DM,36,current loans paid,furniture/equipment,5179,< 100 DM,4 - 7 years,4,male-single,none,2,building society savings/life insurance,29,none,own,1,skilled,1,none,yes,1,1.0,1,2,5,2,1,3,2,0,1,1,1,0,1
849,none,21,past payment delays,car (used),2993,< 100 DM,1 - 4 years,3,male-single,none,2,real estate,28,stores,own,2,unskilled-resident,1,none,yes,0,1.0,3,4,2,2,0,3,2,2,2,1,3,0,1
850,none,18,current loans paid,repairs,1943,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,real estate,23,none,own,1,skilled,1,none,yes,1,1.0,3,2,8,2,2,0,2,2,1,1,1,0,1
851,none,24,all loans at bank paid,business,1559,< 100 DM,4 - 7 years,4,male-single,none,4,car or other,50,bank,own,1,skilled,1,yes,yes,0,1.0,3,0,0,2,1,3,2,1,0,1,1,1,1
852,none,18,current loans paid,furniture/equipment,3422,< 100 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,47,bank,own,3,skilled,2,yes,yes,0,1.0,3,2,5,2,3,3,2,0,0,1,1,1,1
853,0 - 200 DM,21,current loans paid,furniture/equipment,3976,unknown/none,4 - 7 years,2,male-single,none,3,car or other,35,none,own,1,skilled,1,yes,yes,0,1.0,0,2,5,4,1,3,2,1,1,1,1,1,1
854,none,18,current loans paid,car (new),6761,unknown/none,1 - 4 years,2,male-single,none,4,car or other,68,none,rent,2,skilled,1,none,yes,1,1.0,3,2,1,4,0,3,2,1,1,2,1,0,1
855,none,24,current loans paid,car (new),1249,< 100 DM,< 1 year,4,male-married/widowed,none,2,real estate,28,none,own,1,skilled,1,none,yes,0,1.0,3,2,1,2,2,2,2,2,1,1,1,0,1
856,< 0 DM,9,current loans paid,radio/television,1364,< 100 DM,4 - 7 years,3,male-single,none,4,real estate,59,none,own,1,skilled,1,none,yes,0,1.0,1,2,7,2,1,3,2,2,1,1,1,0,1
857,< 0 DM,12,current loans paid,radio/television,709,< 100 DM,>= 7 years,4,male-single,none,4,real estate,57,stores,own,1,unskilled-resident,1,none,yes,1,1.0,1,2,7,2,3,3,2,2,2,1,3,0,1
858,< 0 DM,20,critical account - other non-bank loans,car (new),2235,< 100 DM,1 - 4 years,4,male-married/widowed,guarantor,2,building society savings/life insurance,33,bank,rent,2,skilled,1,none,no,1,1.0,1,1,1,2,0,2,1,0,0,2,1,0,0
859,none,24,critical account - other non-bank loans,car (used),4042,unknown/none,4 - 7 years,3,male-single,none,4,building society savings/life insurance,43,none,own,2,skilled,1,yes,yes,0,1.0,3,1,2,4,1,3,2,0,1,1,1,1,1
860,none,15,critical account - other non-bank loans,radio/television,1471,< 100 DM,1 - 4 years,4,male-single,none,4,unknown-none,35,none,for free,2,skilled,1,yes,yes,0,1.0,3,1,7,2,0,3,2,3,1,0,1,1,1
861,< 0 DM,18,all loans at bank paid,car (new),1442,< 100 DM,4 - 7 years,4,male-single,none,4,unknown-none,32,none,for free,2,unskilled-resident,2,none,yes,1,1.0,1,0,1,2,1,3,2,3,1,0,3,0,1
862,none,36,past payment delays,car (new),10875,< 100 DM,>= 7 years,2,male-single,none,2,car or other,45,none,own,2,skilled,2,yes,yes,0,1.0,3,4,1,2,3,3,2,1,1,1,1,1,1
863,none,24,current loans paid,car (new),1474,100 - 500 DM,< 1 year,4,male-married/widowed,none,3,real estate,33,none,own,1,skilled,1,yes,yes,0,1.0,3,2,1,0,2,2,2,2,1,1,1,1,1
864,none,10,current loans paid,retraining,894,unknown/none,4 - 7 years,4,female-divorced/separated/married,none,3,building society savings/life insurance,40,none,own,1,skilled,1,yes,yes,0,1.0,3,2,9,4,1,0,2,0,1,1,1,1,1
865,none,15,critical account - other non-bank loans,furniture/equipment,3343,< 100 DM,1 - 4 years,4,male-single,none,2,unknown-none,28,none,for free,1,skilled,1,yes,yes,0,1.0,3,1,5,2,0,3,2,3,1,0,1,1,1
866,< 0 DM,15,current loans paid,car (new),3959,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,2,building society savings/life insurance,29,none,own,1,skilled,1,yes,yes,1,1.0,1,2,1,2,0,0,2,0,1,1,1,1,1
867,none,9,current loans paid,car (new),3577,100 - 500 DM,1 - 4 years,1,male-single,guarantor,2,real estate,26,none,rent,1,skilled,2,none,no,0,1.0,3,2,1,0,0,3,1,2,1,2,1,0,0
868,none,24,critical account - other non-bank loans,car (used),5804,>= 1000 DM,1 - 4 years,4,male-single,none,2,real estate,27,none,own,2,skilled,1,none,yes,0,1.0,3,1,2,3,0,3,2,2,1,1,1,0,1
869,none,18,past payment delays,business,2169,< 100 DM,1 - 4 years,4,male-married/widowed,none,2,car or other,28,none,own,1,skilled,1,yes,yes,1,1.0,3,4,0,2,0,2,2,1,1,1,1,1,1
870,< 0 DM,24,current loans paid,radio/television,2439,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,real estate,35,none,own,1,skilled,1,yes,yes,1,1.0,1,2,7,2,2,0,2,2,1,1,1,1,1
871,none,27,critical account - other non-bank loans,furniture/equipment,4526,>= 1000 DM,< 1 year,4,male-single,none,2,real estate,32,stores,own,2,unskilled-resident,2,yes,yes,0,1.0,3,1,5,3,2,3,2,2,2,1,3,1,1
872,none,10,current loans paid,furniture/equipment,2210,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,25,bank,rent,1,unskilled-resident,1,none,yes,1,1.0,3,2,5,2,0,3,2,2,0,2,3,0,1
873,none,15,current loans paid,furniture/equipment,2221,500 - 1000 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,20,none,rent,1,skilled,1,none,yes,0,1.0,3,2,5,1,0,0,2,1,1,2,1,0,1
874,< 0 DM,18,current loans paid,radio/television,2389,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,car or other,27,stores,own,1,skilled,1,none,yes,0,1.0,1,2,7,2,2,0,2,1,2,1,1,0,1
875,none,12,critical account - other non-bank loans,furniture/equipment,3331,< 100 DM,>= 7 years,2,male-single,none,4,building society savings/life insurance,42,stores,own,1,skilled,1,none,yes,0,1.0,3,1,5,2,3,3,2,0,2,1,1,0,1
876,none,36,current loans paid,business,7409,unknown/none,>= 7 years,3,male-single,none,2,building society savings/life insurance,37,none,own,2,skilled,1,none,yes,0,1.0,3,2,0,4,3,3,2,0,1,1,1,0,1
877,< 0 DM,12,current loans paid,furniture/equipment,652,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,24,none,rent,1,skilled,1,none,yes,0,1.0,1,2,5,2,3,0,2,0,1,2,1,0,1
878,none,36,past payment delays,furniture/equipment,7678,500 - 1000 DM,4 - 7 years,2,female-divorced/separated/married,none,4,car or other,40,none,own,2,skilled,1,yes,yes,0,1.0,3,4,5,1,1,0,2,1,1,1,1,1,1
879,> 200 DM or salary assignment,6,critical account - other non-bank loans,car (new),1343,< 100 DM,>= 7 years,1,male-single,none,4,real estate,46,none,own,2,skilled,2,none,no,0,1.0,2,1,1,2,3,3,2,2,1,1,1,0,0
880,< 0 DM,24,critical account - other non-bank loans,business,1382,100 - 500 DM,4 - 7 years,4,male-single,none,1,real estate,26,none,own,2,skilled,1,yes,yes,0,1.0,1,1,0,0,1,3,2,2,1,1,1,1,1
881,none,15,current loans paid,domestic appliances,874,unknown/none,< 1 year,4,female-divorced/separated/married,none,1,real estate,24,none,own,1,skilled,1,none,yes,0,1.0,3,2,3,4,2,0,2,2,1,1,1,0,1
882,< 0 DM,12,current loans paid,furniture/equipment,3590,< 100 DM,1 - 4 years,2,male-single,co-applicant,2,building society savings/life insurance,29,none,own,1,unskilled-resident,2,none,yes,0,1.0,1,2,5,2,0,3,0,0,1,1,3,0,1
883,0 - 200 DM,11,critical account - other non-bank loans,car (new),1322,>= 1000 DM,1 - 4 years,4,female-divorced/separated/married,none,4,car or other,40,none,own,2,skilled,1,none,yes,0,1.0,0,1,1,3,0,0,2,1,1,1,1,0,1
884,< 0 DM,18,all loans at bank paid,radio/television,1940,< 100 DM,< 1 year,3,male-single,co-applicant,4,unknown-none,36,bank,for free,1,highly skilled,1,yes,yes,0,1.0,1,0,7,2,2,3,0,3,0,0,0,1,1
885,none,36,current loans paid,radio/television,3595,< 100 DM,>= 7 years,4,male-single,none,2,car or other,28,none,own,1,skilled,1,none,yes,0,1.0,3,2,7,2,3,3,2,1,1,1,1,0,1
886,< 0 DM,9,current loans paid,car (new),1422,< 100 DM,< 1 year,3,male-single,none,2,unknown-none,27,none,for free,1,highly skilled,1,yes,yes,1,1.0,1,2,1,2,2,3,2,3,1,0,0,1,1
887,none,30,critical account - other non-bank loans,radio/television,6742,unknown/none,4 - 7 years,2,male-single,none,3,building society savings/life insurance,36,none,own,2,skilled,1,none,yes,0,1.0,3,1,7,4,1,3,2,0,1,1,1,0,1
888,none,24,current loans paid,car (used),7814,< 100 DM,4 - 7 years,3,male-single,none,3,car or other,38,none,own,1,highly skilled,1,yes,yes,0,1.0,3,2,2,2,1,3,2,1,1,1,0,1,1
889,none,24,current loans paid,car (used),9277,unknown/none,1 - 4 years,2,male-divorced/separated,none,4,unknown-none,48,none,for free,1,skilled,1,yes,yes,0,1.0,3,2,2,4,0,1,2,3,1,0,1,1,1
890,0 - 200 DM,30,critical account - other non-bank loans,car (new),2181,unknown/none,>= 7 years,4,male-single,none,4,real estate,36,none,own,2,skilled,1,none,yes,0,1.0,0,1,1,4,3,3,2,2,1,1,1,0,1
891,none,18,critical account - other non-bank loans,radio/television,1098,< 100 DM,unemployed,4,female-divorced/separated/married,none,4,car or other,65,none,own,2,unemployed-unskilled-non-resident,1,none,yes,0,1.0,3,1,7,2,4,0,2,1,1,1,2,0,1
892,0 - 200 DM,24,current loans paid,furniture/equipment,4057,< 100 DM,4 - 7 years,3,male-divorced/separated,none,3,car or other,43,none,own,1,skilled,1,yes,yes,1,1.0,0,2,5,2,1,1,2,1,1,1,1,1,1
893,< 0 DM,12,current loans paid,education,795,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,building society savings/life insurance,53,none,own,1,skilled,1,none,yes,1,1.0,1,2,4,2,2,0,2,0,1,1,1,0,1
